1.674737791954679922e-01,8.230605280529935674e-01,-3.643124954047760045e-01,5.625416111016440235e-01,2.639783696154189910e-02
1.486589718061339938e-01,8.352581907232575764e-01,-3.736615286909529821e-01,6.499403533377949849e-01,2.787285534211189977e-02
1.398874553503859919e-01,8.435726687745965791e-01,-3.683814242902920255e-01,7.245639717578169492e-01,3.030015760810840161e-02
1.385457933615109882e-01,8.489283579961405257e-01,-3.563882170714550157e-01,7.899116852388580190e-01,5.750214092022400136e-03
1.273701968830799891e-01,8.474218341252746090e-01,-3.631569254033000238e-01,8.480077576793869643e-01,4.581999645451409996e-03
1.149228462432159981e-01,8.420704614922345232e-01,-3.722016466888680153e-01,9.001402581491729782e-01,4.855283218919119979e-03
1.149486086856089939e-01,8.372953009499295440e-01,-3.669635938793769925e-01,9.471824579075790451e-01,6.406513929035960540e-04
1.088355541246780051e-01,8.280485177578406075e-01,-3.703561342174330195e-01,9.897533173578160204e-01,-2.310056918019590035e-03
9.393906506877730545e-02,8.137975108025095050e-01,-3.825791991847469764e-01,1.028305798375029889e+00,-1.035277393366390054e-02
8.298820381261050316e-02,7.984040487581245404e-01,-3.902618404739059965e-01,1.063179479553520101e+00,-1.290790310953300081e-02
1.003988120640870035e-01,7.890651667328265617e-01,-3.756107892626009970e-01,1.094633309322220027e+00,-5.491057844911910110e-03
7.372982237640700320e-02,7.651478944611255217e-01,-3.951654649227699934e-01,1.122867296151349947e+00,4.319788209991649690e-03
7.968374860160699902e-02,7.486741134742945780e-01,-3.915126442842860044e-01,1.148037259678990063e+00,-1.283386537740260035e-02
1.150200397945229935e-01,7.382281034957715038e-01,-3.732928444325510076e-01,1.170265133802000035e+00,-1.964652491624109890e-02
1.258766047782489961e-01,7.192108039431636124e-01,-3.722500582812550141e-01,1.189646654134900006e+00,-5.525905783690400128e-03
1.429595274464499910e-01,7.000323636019155638e-01,-3.704353000574380217e-01,1.206256717607020024e+00,-7.316869841716589808e-03
1.923464346152869986e-01,6.869380699088936115e-01,-3.589707424672859970e-01,1.220153600761779922e+00,2.563887728866559926e-03
2.428426989222919885e-01,6.720580592957455801e-01,-3.528793365288679929e-01,1.231382091497110087e+00,-6.488125885222439590e-03
